OTU.rep	Domain	Phylum	Class	Order	Family	Genus
JN656886.1.1517	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter
JN657218.1.1470	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Cellulomonadaceae	Cellulomonas
JN662025.1.1344	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Sulfurovum
JN662079.1.1373	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	NA
JN662096.1.1376	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	OCS155 marine group	NA
JN662123.1.1363	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Sulfurovum
JN662194.1.1417	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Marine Methylotrophic Group 2	NA
JN671986.1.1256	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	LR A2-29	NA
JN671992.1.1254	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium
JN671999.1.1296	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas
JN672027.1.1316	Bacteria	Proteobacteria	Deltaproteobacteria	GR-WP33-30	NA	NA
JN672166.1.1294	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira
JN672172.1.1299	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	uncultured
JN672300.1.1261	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	uncultured
JN672325.1.1237	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Woodsholea
JN672352.1.1294	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Nitrosococcus
JN672461.1.1316	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	uncultured
JN672522.1.1267	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Shimazuella
JN672566.1.1325	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
JN672612.1.1472	Bacteria	Acidobacteria	Subgroup 22	NA	NA	NA
JN672613.1.1440	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	uncultured
JN672617.1.1468	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	uncultured
JN672646.1.1460	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	DEV007	NA
JN672660.1.1455	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	OCS155 marine group	NA
JN678717.1.1439	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia
JN679096.1.1456	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	M05-Pitesti	NA
JN679156.1.1477	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27 clade
JN679168.1.1429	Bacteria	Proteobacteria	Alphaproteobacteria	Parvularculales	Parvularculaceae	Parvularcula
JN681837.1.1529	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium
JN683977.1.1495	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Nitrincola
JN683996.1.1488	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	uncultured
JN685492.1.1479	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium
JN685503.1.1459	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter
JN685504.1.1473	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Nesiotobacter
JN695900.1.1531	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
JN695903.1.1533	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
JN695911.1.1538	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
JN695913.1.1530	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
JN695914.1.1472	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
JN696111.1465.2927	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	mitochondria	NA
JN696302.1.1298	Bacteria	Proteobacteria	Gammaproteobacteria	NKB5	NA	NA
JN696303.1.1372	Bacteria	Proteobacteria	ARKICE-90	NA	NA	NA
JN697811.1.1365	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter
JN697843.1.1319	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Elstera
JN697943.1.1356	Bacteria	Cyanobacteria	MLE1-12	NA	NA	NA
JN698017.1.1366	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax
JN698062.1.1386	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	uncultured
JN698114.1.1360	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga
JN699063.1.1244	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Aureibacter
JN700204.1.1465	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium
JN713178.1.1526	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella
JN713212.1.1559	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Peptococcus
JN713221.1.1523	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas
JN713295.1.1552	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Phaselicystidaceae	Phaselicystis
JN714434.1.1472	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	uncultured
JN791011.1.1380	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Microscilla
JN791013.1.1454	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Marivirga
JN794045.1.1417	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
JN798490.1.944	Archaea	Thaumarchaeota	Miscellaneous Crenarchaeotic Group	NA	NA	NA
JN800350.1.1346	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter
JN801085.1.1324	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Pilimelia
JN801092.1.1361	Bacteria	Acidobacteria	Acidobacteria	Subgroup 9	NA	NA
JN802223.1.1494	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Filimonas
JN802269.1.1489	Bacteria	Proteobacteria	Gammaproteobacteria	Order Incertae Sedis	Family Incertae Sedis	Marinicella
JN802271.1.1471	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	uncultured
JN802350.1.1345	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	DUNssu371	NA
JN810867.1.1458	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia
JN825313.1.1362	Bacteria	Cyanobacteria	QB36	NA	NA	NA
JN825354.1.1333	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	uncultured
JN825362.1.1342	Bacteria	Proteobacteria	Alphaproteobacteria	Parvularculales	Parvularculaceae	Parvularcula
JN825375.1.1381	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	MSB-1E8	NA
JN825377.1.1359	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured
JN825390.1.1443	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	uncultured
JN825392.1.1356	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Family Incertae Sedis	Bauldia
JN825404.1.1361	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Rhodomicrobium
JN825407.1.1357	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Filomicrobium
JN825434.1.1431	Bacteria	Bacteroidetes	Cytophagia	Order II Incertae Sedis	Rhodothermaceae	Rubricoccus
JN825438.1.1514	Bacteria	Acidobacteria	Acidobacteria	Subgroup 6	NA	NA
JN825495.1.1495	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	uncultured	NA
JN825510.1.1410	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfopila
JN825521.1.1430	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	NA	NA
JN825574.1.1431	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02
JN825587.1.1382	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	I-8
JN825610.1.1378	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Pir4 lineage
JN825621.1.1495	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Blastopirellula
JN825626.1.1402	Bacteria	Verrucomicrobia	Class Incertae Sedis	Order Incertae Sedis	Family Incertae Sedis	Candidatus Methylacidiphilum
JN825631.1.1413	Bacteria	Candidate division BRC1	NA	NA	NA	NA
JN825633.1.1417	Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaeta
JN825635.1.1402	Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaeta
JN830952.1.1461	Bacteria	Proteobacteria	Gammaproteobacteria	Sva0071	NA	NA
JN830953.1.1424	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured
JN830955.1.1456	Bacteria	Proteobacteria	Zetaproteobacteria	Mariprofundales	Mariprofundaceae	Mariprofundus
JN830957.1.1472	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira
JN850852.1.1372	Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaeta
JN860305.1.1465	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Holosporaceae	uncultured
JN860338.1.1522	Bacteria	Planctomycetes	Phycisphaerae	MSBL9	NA	NA
JN860342.1.1520	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	uncultured	NA
JN860353.1.1520	Bacteria	Gemmatimonadetes	Gemmatimonadetes	PAUC43f marine benthic group	NA	NA
JN860365.1.1488	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces
JN860367.1.1487	Bacteria	Planctomycetes	Phycisphaerae	CCM11a	NA	NA
JN860380.1.1487	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Defluviicoccus
JN860387.1.1505	Bacteria	Proteobacteria	Gammaproteobacteria	Order Incertae Sedis	Family Incertae Sedis	Arenicella
JN861740.1.1024	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	SM1K20	NA
JN866570.1.1464	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Enhydrobacter
JN866584.1.1771	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia
JN867400.1.1515	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
JN867640.1.1335	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Singulisphaera
JN867667.1.1348	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	uncultured
JN867677.1.1355	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Schlesneria
JN867695.1.1349	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	uncultured
JN868766.1.1525	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	BD1-7 clade
JN868809.1.1481	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Microcystis
JN868817.1.1536	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum
JN868829.1.1477	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium
JN868833.1.1477	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium
JN868835.1.1530	Bacteria	Proteobacteria	Gammaproteobacteria	NKB5	NA	NA
JN868845.1.1479	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium
JN868902.1.1545	Bacteria	Acidobacteria	Acidobacteria	Subgroup 6	NA	NA
JN868917.1.1516	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Pirellula
JN868924.1.1506	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Afipia
JN868944.1.1539	Bacteria	Candidate division BRC1	NA	NA	NA	NA
JN869006.1.1531	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	uncultured
JN869025.1.1200	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	uncultured
JN869027.1.1451	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Filomicrobium
JN869088.1.1482	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Microcystis
JN869143.1.1474	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium
JN869150.1.1480	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis
JN869196.1.1472	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	NA
JN869201.1.1473	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Rhodovibrio
JN869231.1.1516	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Flavobacterium
JN869236.1.1500	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter
JN874048.1.1493	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter
JN874153.1.1476	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Sulfurovum
JN874175.1.1368	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter
JN874320.1.1426	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseobacter clade NAC11-7 lineage
JN874804.1.1499	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas
JN881606.1.1450	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythrobacter
JN881635.1.1501	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Pir4 lineage
JN882091.1.1499	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
JN882109.1.1501	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
JN882153.1.1497	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
JN886926.1.1501	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	uncultured	NA
JN899153.1.1422	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfosporosinus
JN899241.1.1441	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Nafulsella
JN904060.1.1395	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
JN934508.1.1264	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Bacteriovorax
JN941774.1.1460	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylocaldum
JN941881.1.1430	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	mitochondria	NA
JN967625.1.1430	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus
JN975171.1.1440	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
JN977141.1.1508	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Blastopirellula
JN977151.1.1551	Bacteria	Candidate division WS3	NA	NA	NA	NA
JN977167.1.1526	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	uncultured	NA
JN977184.1.1526	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	OM60(NOR5) clade
JN977200.1.1548	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium
JN977201.1.1549	Bacteria	Planctomycetes	Phycisphaerae	MSBL9	NA	NA
JN977234.1.1530	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas
JN977255.1.1526	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	NA
JN977366.1.1554	Bacteria	Gemmatimonadetes	Gemmatimonadetes	BD2-11 terrestrial group	NA	NA
JN977384.1.1545	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	uncultured
JN977388.1.1554	Bacteria	Proteobacteria	Deltaproteobacteria	Sva0485	NA	NA
JN981886.1.1495	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Pirellula
JN983621.1.1490	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Alkanindiges
JN993710.1.1446	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
JN995356.1.1461	Bacteria	Chloroflexi	Dehalococcoidia	vadinBA26	NA	NA
JN995359.1.1515	Bacteria	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae	NA
JN995575.1.1424	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
JN998383.1.1461	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas
JN998397.1.1482	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Salimicrobium
JN999996.1.1384	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
JP829337.2569.4303	Bacteria	Cyanobacteria	Chloroplast	NA	NA	NA
JQ010843.1.1494	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium
JQ010847.1.1359	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
JQ010852.1.1503	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
JQ013486.1.1524	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter
JQ014176.1.1427	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium
JQ014179.1.1442	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
JQ014340.1.1282	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia
JQ014490.1.1353	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bosea
JQ032044.1.1204	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Idiomarina
JQ045298.1.1481	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas
JQ045795.1.1448	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Marinovum
JQ045800.1.1420	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	uncultured
JQ045840.1.1471	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
JQ062679.1.1504	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Nitrosococcus
JQ062762.1.1427	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sediminimonas
JQ062844.1.1511	Bacteria	Proteobacteria	Gammaproteobacteria	HOC36	NA	NA
JQ068784.1.1434	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseovarius
JQ071521.1.1419	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Chryseobacterium
JQ072331.1.1374	Bacteria	Acidobacteria	Holophagae	Holophagales	Holophagaceae	Holophaga
JQ072415.1.1383	Bacteria	TM6	NA	NA	NA	NA
JQ072847.1.1307	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum
JQ073781.1.1238	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Neptunomonas
JQ074015.1.1288	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Citrobacter
JQ079850.1.1529	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter
JQ083316.1.1462	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
JQ087068.1.1421	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Friedmanniella
JQ173114.1.1484	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcus
JQ180417.2.1334	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira
JQ180424.1.1259	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonas
JQ183890.1.1336	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured
JQ186289.1.1354	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas
JQ188028.1.1352	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ottowia
JQ189210.1.1364	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Raoultella
JQ191024.1.1314	Bacteria	Candidate division TM7	NA	NA	NA	NA
JQ191136.1.1362	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Kluyvera
JQ218597.1.1484	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	uncultured
JQ218699.1.1484	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Catenovulum
JQ218745.1.1493	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Granulosicoccaceae	Granulosicoccus
JQ225150.1.1339	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Terrestrial Miscellaneous Gp(TMEG)	NA
JQ231213.1.1488	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Saccharospirillaceae	Saccharospirillum
JQ245535.1.1419	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geoalkalibacter
JQ245537.1.1422	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	uncultured
JQ245570.1.1394	Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaeta
JQ245578.1.1402	Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaeta
JQ245609.1.1384	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Anoxynatronum
JQ245612.1.1375	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Saccharospirillaceae	Saccharospirillum
JQ245687.1.1309	Archaea	Thaumarchaeota	Miscellaneous Crenarchaeotic Group	NA	NA	NA
JQ249897.1.1209	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade
JQ256794.1.1421	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	uncultured
JQ258721.1.942	Archaea	Thaumarchaeota	Miscellaneous Crenarchaeotic Group	NA	NA	NA
JQ258805.1.911	Archaea	Thaumarchaeota	Group C3	NA	NA	NA
JQ258812.1.939	Archaea	Thaumarchaeota	Marine Benthic Group B	NA	NA	NA
JQ269278.1.1493	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
JQ269316.1.1517	Bacteria	Proteobacteria	Gammaproteobacteria	Order Incertae Sedis	Family Incertae Sedis	Marinicella
JQ278767.1.1473	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Flavobacterium
JQ278783.1.1516	Bacteria	Planctomycetes	OM190	NA	NA	NA
JQ278840.1.1492	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia
JQ278860.1.1463	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Holosporaceae	uncultured
JQ278952.1.1494	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	C1-B045
JQ278960.1.1295	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	TM146	NA
JQ278975.1.1203	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	uncultured
JQ278979.1.1316	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Gallionellaceae	Candidatus Nitrotoga
JQ279030.1.1513	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas
JQ279056.1.1514	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas
JQ286997.1.1501	Bacteria	Proteobacteria	Betaproteobacteria	Hydrogenophilales	Hydrogenophilaceae	Sulfuricella
JQ287020.1.1482	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	uncultured
JQ287072.1.1440	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Robiginitomaculum
JQ287082.1.1484	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Cryomorphaceae	Owenweeksia
JQ287106.1.1504	Bacteria	Proteobacteria	Gammaproteobacteria	Order Incertae Sedis	Family Incertae Sedis	Sedimenticola
JQ287125.1.1482	Bacteria	Bacteroidetes	VC2.1 Bac22	NA	NA	NA
JQ287169.1.1501	Bacteria	Proteobacteria	Gammaproteobacteria	DSM 5130	NA	NA
JQ287171.1.1500	Bacteria	Proteobacteria	Gammaproteobacteria	NKB5	NA	NA
